Id74;1;Paoulo;Casio;M;;Paoulo.Casio@gmail.com;AB+;Itale;Europe;MILAN;;;;;99;;84410 g;177,5 cm;
Id75;M;Simon GENEREUX@;;M;16-october-1996;+33 6 20 05 29 14;O-;UNITED-KINGDOM;EUROPE;LONDON;;;;;99;;90263 g;165,3 cm;16-october-1996
Id76;Mme;Katia BON;;F;26-november-1957;+33 6 23 27 16 11;X;CHINA;ASIA;BEIJING;;;;;99;;76847 g;160,9 cm;26-november-1957
Id77;M;Adem LE BON;;M;05-june-2000;+33 6 11 16 14 29;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;69737 G;166,4 cm;05-june-2000
Id78;M;Adem LE BON;;M;05-june-2000;+33 6 10 27 30 18;NULL;TUNISIA;AFRICA;TUNIS;;;;;99;;61055;160,7 cm;05-june-2000
Id79;M;Robert LEBON;;M;12-december-1980;+33 6 26 07 22 11;B+;FRANCE;EUROPE;PARIS;;;;;99;;77867 g;159,2 cm;12-december-1980
Id80;Mme;Mamma;DISPARUE;F;20-november-1994;+33 6 26 07 22 12;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;77867 g;159,2 cm;20-november-1994
Id16A;M.;Alexandre;JOLIE;M;;alexandre.jolie@gmail.com;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 KG;1,53 m;
Id16B;M.;Alexandre;JOLIE;M;;alexandre.jolie@gmail.com;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;5500 g;153 cm;
Id16C;M.;Alexandre;JOLIE;M;;;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;5500 g;153 cm;
Id53A;Mme;Sabrine;LONDRES;F;mercredi 14-novembre-1962;Sabrine.LONDRES@gmail.com;AB+;UNITED-KINGDOM;EUROPE;LONDON;;;;;99;;91837 g;177,5 cm;mercredi 14-novembre-1962
Id05Bis;Mme;Eve;AIMANT;F;;eve.aimant@gmail.com;1;France;Europe;EPINAY-SUR-ODON;EPINAY SUR ODON;14310;BASSE-NORMANDIE;CALVADOS;14;49.0688314523, -0.61907881728;65 KG;1,62 m;
Id06Bis;M.;Alain;MOUSTAFA;M;26/12/1969;alain.moustafa@yahoo.fr;++;France;Europe;EPINAY-SUR-ORGE;EPINAY SUR ORGE;91360;ILE-DE-FRANCE;ESSONNE;91;48.672618112, 2.31834586071;71 KG;1,76 m;26/12/1969
Id07Bis;Mme;Sabrine;PRINTEMPS;F;14/11/1962;sabrine.printemps@hotmail.com;AB+;France;Europe;EPINAY-SUR-SEINE;EPINAY SUR SEINE;93800;ILE-DE-FRANCE;SEINE-SAINT-DENIS;93;48.9550132062, 2.31453043227;90 KG;1,83 m;14/11/1962
Id08Bis;Mme;Clément;DELOIN;A+;14/11/1962;clément.deloin@gmail.com;AB+;France;Europe;EPINEAU-LES-VOVES;EPINEAU LES VOVES;89400;BOURGOGNE;YONNE;89;47.9468458779, 3.46998413291;76 KG;1,56 m;14/11/1962
Id09Bis;Mme;Emna;AIMANT;F;14/04/1970;emna.aimant@hotmail.com;++;France;Europe;EPINEUIL;EPINEUIL;89700;BOURGOGNE;YONNE;89;47.8812855119, 3.98935069483;87 KG;1,66 m;14/04/1970
Id10Bis;Mme;Claire;EXCELLE;F;02/03/1970;claire.excelle@gmail.com;AB-;France;Europe;EPINEUIL-LE-FLEURIEL;EPINEUIL LE FLEURIEL;18360;CENTRE;CHER;18;46.5709100191, 2.55643995578;84 KG;1,54 m;02/03/1970
Id11Bis;M.;Mamadou;MOUSTAFA;M;02/03/1970;mamadou.moustafa@gmail.com;A+;France;Europe;EPINEU-LE-CHEVREUIL;EPINEU LE CHEVREUIL;72540;PAYS DE LA LOIRE;SARTHE;72;48.0405286412, -0.132212278805;80 KG;1,75 m;02/03/1970
Id12Bis;M.;Jean;JOLIE;M;28/12/1978;01/01/2020;AB+;France;Europe;EPINEUSE;EPINEUSE;60190;PICARDIE;OISE;60;49.400292993, 2.5501491477;90 kg;1,58 m;28/12/1978
Id13Bis;M.;Faouzi;GRANDE;M;31/12/1982;faouzi.grande@yahoo.fr;++;France;Europe;PARIS-10E-ARRONDISSEMENT;PARIS 10;75010;ILE-DE-FRANCE;PARIS;75;48.8760285569, 2.36111290453;64 kg;1,62 m;31/12/1982
Id14Bis;M.;Alexandre;FORT;M;31/01/1999;;B+;France;Europe;PARIS-11E-ARRONDISSEMENT;PARIS 11;75011;ILE-DE-FRANCE;PARIS;75;48.8594154976, 2.37874106024;69 kg;1,65 m;31/01/1999
Id15Bis;Mme;Clément;PARIS;0;;clément.paris@yahoo.fr;;France;Europe;PARIS-12E-ARRONDISSEMENT;PARIS 12;75012;ILE-DE-FRANCE;PARIS;75;48.8351562307, 2.41980703498;76 Kg;1,67 m;
Id16Bis;M.;Alexandre;JOLIE;M;;alexandre.jolie@gmail.com;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 Kg;1,53 m;
Id17Bis;M.;Mamadou;JOLIE;M;31/01/1999;01/01/2020;++;France;Europe;PARIS-14E-ARRONDISSEMENT;PARIS 14;75014;ILE-DE-FRANCE;PARIS;75;48.8289932116, 2.32710088328;69 Kg;1,87 m;31/01/1999
Id18Bis;M.;Alain;PARIS;M;21/02/1970;alain.paris@gmail.com;;France;Europe;PARIS-15E-ARRONDISSEMENT;PARIS 15;75015;ILE-DE-FRANCE;PARIS;;48.8401554186, 2.29355937243;KG;1,59 m;21/02/1970
Id19Bis;M.;Jean;FORT;M;14/04/1970;jean.fort@yahoo.fr;O+;France;Europe;PARIS-16E-ARRONDISSEMENT;PARIS 16;75116;ILE-DE-FRANCE;PARIS;;48.8603987604, 2.26209955941;KG;1,5 m;14/04/1970
Id20Bis;M.;Médecin;FORT;M;;médecin.fort@hotmail.com;++;France;;PARIS-16E-ARRONDISSEMENT;PARIS 16;75016;ILE-DE-FRANCE;PARIS;75;48.8603987604, 2.26209955941;89 KG;1,76 m;
Id21Bis;Mme;Emna;BON;F;31-janv-1999;emna.bon@yahoo.fr;AB;France;Europe;PARIS-17E-ARRONDISSEMENT;PARIS 17;75017;ILE-DE-FRANCE;PARIS;75;48.8873371665, 2.30748555949;86 KG;1,76 m;31-janv-1999
Id22Bis;Mme;Ibrahim;MIGNONNE;0;07-avr-1989;ibrahim.mignonne@gmail.com;;France;Europe;PARIS-18E-ARRONDISSEMENT;PARIS 18;75018;ILE-DE-FRANCE;PARIS;75;48.8927350746, 2.34871193388;91 KG;1,64 m;07-avr-1989
Id23Bis;Mme;Maria;MIGNONNE;F;31-janv-1999;1;AB+;France;Europe;PARIS-19E-ARRONDISSEMENT;PARIS 19;75019;ILE-DE-FRANCE;PARIS;75;48.886868623, 2.38469432786;90 KG;1,71 m;31-janv-1999
Id24Bis;M.;Adam;SPORTIF;M;26-déc-1969;01/01/2020;A-;##;;PARIS-1ER-ARRONDISSEMENT;PARIS 01;75001;ILE-DE-FRANCE;PARIS;75;48.8626304852, 2.33629344656;74 KG;1,7 m;26-déc-1969
Id25Bis;M.;Alexandre;SOLEIL;M;14-avr-1970;+33 6 25 11 29 05;A+;France;Europe;PARIS-20E-ARRONDISSEMENT;PARIS 20;75020;ILE-DE-FRANCE;PARIS;75;48.8631867774, 2.40081982672;93 KG;1,6 m;14-avr-1970
Id26Bis;M.;Omar;MOUSTAFA;M;31-déc-1982;+33 6 01 08 20 28;++;France;Europe;PARIS-2E-ARRONDISSEMENT;PARIS 02;75002;ILE-DE-FRANCE;PARIS;75;48.8679033789, 2.34410716663;85 KG;1,62 m;31-déc-1982
Id27Bis;Mme;Clémence;PRINTEMPS;F;03-avr-1970;+33 6 25 15 06 27;;France;Europe;PARIS-3E-ARRONDISSEMENT;PARIS 03;75003;ILE-DE-FRANCE;PARIS;75;48.8630541318, 2.35936105899;65 KG;1,71 m;03-avr-1970
Id28Bis;Mme;Kenza;TROPFOR;F;10-juin-1961;+33 6 12 01 20 17;A+;France;;PARIS-4E-ARRONDISSEMENT;PARIS 04;75004;ILE-DE-FRANCE;PARIS;75;48.854228282, 2.35736193814;89 KG;1,73 m;10-juin-1961
Id29Bis;M.;Rayan;TROPFOR;M;14-nov-1962;+33 6 26 25 02 12;++;France;Europe;PARIS-5E-ARRONDISSEMENT;PARIS 05;75005;ILE-DE-FRANCE;PARIS;75;48.8445086596, 2.34985938554;66 KG;1,88 m;14-nov-1962
Id30Bis;M.;Alain;INFORME;M;;+33 6 17 26 28 03;AB+;France;Europe;PARIS-6E-ARRONDISSEMENT;PARIS 06;75006;ILE-DE-FRANCE;PARIS;75;48.8489680919, 2.33267089856;79 KG;1,89 m;
Id01;M.;Alain;CLEMENT;M;21/02/1970;;B+;France;Europe;EPINAY;EPINAY;27330;HAUTE-NORMANDIE;EURE;27;48.978759462, 0.641805752881;75 KG;1,6 m;21/02/1970
Id02;Mme;Inès;MIGNONNE;F;;01/01/2020;A;France;Europe;EPINAY-CHAMPLATREUX;EPINAY CHAMPLATREUX;95270;ILE-DE-FRANCE;VAL-D''OISE;95;49.0900262096, 2.40710033598;60 KG;1,67 m;
Id03;M.;Omar;BELLE;M;;?@;R;France;Europe;EPINAY-SOUS-SENART;EPINAY SOUS SENART;91860;ILE-DE-FRANCE;ESSONNE;91;48.6871527113, 2.51577225491;56 KG;1,72 m;
Id04;M.;Rayan;MIGNONNE;M;10/06/1961;rayan.mignonne@hotmail.com;A-;France;;EPINAY-SUR-DUCLAIR;EPINAY SUR DUCLAIR;76480;HAUTE-NORMANDIE;SEINE-MARITIME;76;49.5253630622, 0.835855173591;89 KG;1,85 m;10/06/1961
Id05;Mme;Eve;AIMANT;F;;eve.aimant@gmail.com;1;France;Europe;EPINAY-SUR-ODON;EPINAY SUR ODON;14310;BASSE-NORMANDIE;CALVADOS;14;49.0688314523, -0.61907881728;65 KG;1,62 m;
Id06;M.;Alain;MOUSTAFA;M;26/12/1969;alain.moustafa@yahoo.fr;++;France;Europe;EPINAY-SUR-ORGE;EPINAY SUR ORGE;91360;ILE-DE-FRANCE;ESSONNE;91;48.672618112, 2.31834586071;71 KG;1,76 m;26/12/1969
Id07;Mme;Sabrine;PRINTEMPS;F;14/11/1962;sabrine.printemps@hotmail.com;AB+;France;Europe;EPINAY-SUR-SEINE;EPINAY SUR SEINE;93800;ILE-DE-FRANCE;SEINE-SAINT-DENIS;93;48.9550132062, 2.31453043227;90 KG;1,83 m;14/11/1962
Id08;Mme;Clément;DELOIN;A+;14/11/1962;clément.deloin@gmail.com;AB+;France;Europe;EPINEAU-LES-VOVES;EPINEAU LES VOVES;89400;BOURGOGNE;YONNE;89;47.9468458779, 3.46998413291;76 KG;1,56 m;14/11/1962
Id09;Mme;Emna;AIMANT;F;14/04/1970;emna.aimant@hotmail.com;++;France;Europe;EPINEUIL;EPINEUIL;89700;BOURGOGNE;YONNE;89;47.8812855119, 3.98935069483;87 KG;1,66 m;14/04/1970
Id10;Mme;Claire;EXCELLE;F;02/03/1970;claire.excelle@gmail.com;AB-;France;Europe;EPINEUIL-LE-FLEURIEL;EPINEUIL LE FLEURIEL;18360;CENTRE;CHER;18;46.5709100191, 2.55643995578;84 KG;1,54 m;02/03/1970
Id11;M.;Mamadou;MOUSTAFA;M;02/03/1970;mamadou.moustafa@gmail.com;A+;France;Europe;EPINEU-LE-CHEVREUIL;EPINEU LE CHEVREUIL;72540;PAYS DE LA LOIRE;SARTHE;72;48.0405286412, -0.132212278805;80 KG;1,75 m;02/03/1970
Id12;M.;Jean;JOLIE;M;28/12/1978;01/01/2020;AB+;France;Europe;EPINEUSE;EPINEUSE;60190;PICARDIE;OISE;60;49.400292993, 2.5501491477;90 kg;1,58 m;28/12/1978
Id13;M.;Faouzi;GRANDE;M;31/12/1982;faouzi.grande@yahoo.fr;++;France;Europe;PARIS-10E-ARRONDISSEMENT;PARIS 10;75010;ILE-DE-FRANCE;PARIS;75;48.8760285569, 2.36111290453;64 kg;1,62 m;31/12/1982
Id14;M.;Alexandre;FORT;M;31/01/1999;;B+;France;Europe;PARIS-11E-ARRONDISSEMENT;PARIS 11;75011;ILE-DE-FRANCE;PARIS;75;48.8594154976, 2.37874106024;69 kg;1,65 m;31/01/1999
Id15;Mme;Clément;PARIS;0;;clément.paris@yahoo.fr;;France;Europe;PARIS-12E-ARRONDISSEMENT;PARIS 12;75012;ILE-DE-FRANCE;PARIS;75;48.8351562307, 2.41980703498;76 Kg;1,67 m;
Id16;M.;Alexandre;JOLIE;M;;alexandre.jolie@gmail.com;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 Kg;1,53 m;
Id17;M.;Mamadou;JOLIE;M;31/01/1999;01/01/2020;++;France;Europe;PARIS-14E-ARRONDISSEMENT;PARIS 14;75014;ILE-DE-FRANCE;PARIS;75;48.8289932116, 2.32710088328;69 Kg;1,87 m;31/01/1999
Id18;M.;Alain;PARIS;M;21/02/1970;alain.paris@gmail.com;;France;Europe;PARIS-15E-ARRONDISSEMENT;PARIS 15;75015;ILE-DE-FRANCE;PARIS;;48.8401554186, 2.29355937243;KG;1,59 m;21/02/1970
Id19;M.;Jean;FORT;M;14/04/1970;jean.fort@yahoo.fr;O+;France;Europe;PARIS-16E-ARRONDISSEMENT;PARIS 16;75116;ILE-DE-FRANCE;PARIS;;48.8603987604, 2.26209955941;KG;1,5 m;14/04/1970
Id20;M.;Médecin;FORT;M;;médecin.fort@hotmail.com;++;France;;PARIS-16E-ARRONDISSEMENT;PARIS 16;75016;ILE-DE-FRANCE;PARIS;75;48.8603987604, 2.26209955941;89 KG;1,76 m;
Id21;Mme;Emna;BON;F;31-janv-1999;emna.bon@yahoo.fr;AB;France;Europe;PARIS-17E-ARRONDISSEMENT;PARIS 17;75017;ILE-DE-FRANCE;PARIS;75;48.8873371665, 2.30748555949;86 KG;1,76 m;31-janv-1999
Id22;Mme;Ibrahim;MIGNONNE;0;07-avr-1989;ibrahim.mignonne@gmail.com;;France;Europe;PARIS-18E-ARRONDISSEMENT;PARIS 18;75018;ILE-DE-FRANCE;PARIS;75;48.8927350746, 2.34871193388;91 KG;1,64 m;07-avr-1989
Id23;Mme;Maria;MIGNONNE;F;31-janv-1999;1;AB+;France;Europe;PARIS-19E-ARRONDISSEMENT;PARIS 19;75019;ILE-DE-FRANCE;PARIS;75;48.886868623, 2.38469432786;90 KG;1,71 m;31-janv-1999
Id24;M.;Adam;SPORTIF;M;26-déc-1969;01/01/2020;A-;##;;PARIS-1ER-ARRONDISSEMENT;PARIS 01;75001;ILE-DE-FRANCE;PARIS;75;48.8626304852, 2.33629344656;74 KG;1,7 m;26-déc-1969
Id25;M.;Alexandre;SOLEIL;M;14-avr-1970;+33 6 25 11 29 05;A+;France;Europe;PARIS-20E-ARRONDISSEMENT;PARIS 20;75020;ILE-DE-FRANCE;PARIS;75;48.8631867774, 2.40081982672;93 KG;1,6 m;14-avr-1970
Id26;M.;Omar;MOUSTAFA;M;31-déc-1982;+33 6 01 08 20 28;++;France;Europe;PARIS-2E-ARRONDISSEMENT;PARIS 02;75002;ILE-DE-FRANCE;PARIS;75;48.8679033789, 2.34410716663;85 KG;1,62 m;31-déc-1982
Id27;Mme;Clémence;PRINTEMPS;F;03-avr-1970;+33 6 25 15 06 27;;France;Europe;PARIS-3E-ARRONDISSEMENT;PARIS 03;75003;ILE-DE-FRANCE;PARIS;75;48.8630541318, 2.35936105899;65 KG;1,71 m;03-avr-1970
Id28;Mme;Kenza;TROPFOR;F;10-juin-1961;+33 6 12 01 20 17;A+;France;;PARIS-4E-ARRONDISSEMENT;PARIS 04;75004;ILE-DE-FRANCE;PARIS;75;48.854228282, 2.35736193814;89 KG;1,73 m;10-juin-1961
Id29;M.;Rayan;TROPFOR;M;14-nov-1962;+33 6 26 25 02 12;++;France;Europe;PARIS-5E-ARRONDISSEMENT;PARIS 05;75005;ILE-DE-FRANCE;PARIS;75;48.8445086596, 2.34985938554;66 KG;1,88 m;14-nov-1962
Id30;M.;Alain;INFORME;M;;+33 6 17 26 28 03;AB+;France;Europe;PARIS-6E-ARRONDISSEMENT;PARIS 06;75006;ILE-DE-FRANCE;PARIS;75;48.8489680919, 2.33267089856;79 KG;1,89 m;
Id31;Mme;Anne MARTIN;;M;12-mai-1985;+33 6 13 15 27 23;a+;France;Europe;PARIS-7E-ARRONDISSEMENT;PARIS 07;75007;ILE-DE-FRANCE;PARIS;75;48.8560825982, 2.31243868774;83 KG;1,86 m;12-mai-1985
Id32;MME;ANNE MARTIN;;M;12-mai-1985;+33 6 24 06 25 25;A+;France;Europe;PARIS-8E-ARRONDISSEMENT;PARIS 08;75008;ILE-DE-FRANCE;PARIS;75;48.8725272666, 2.3125825604;55 KG;1,9 m;12-mai-1985
Id33;Mme;Karine LEBON;;F;;+33 6 09 03 27 05;AB+;France;Europe;PARIS-9E-ARRONDISSEMENT;PARIS 09;75009;ILE-DE-FRANCE;PARIS;75;48.8768961624, 2.33746024136;70 KG;1,7 m;
Id34;M;Robert FORT;;M;03-déc-1990;+33 6 10 09 08 22;O+;France;Europe;PARIS-L''HOPITAL;PARIS L HOPITAL;71150;BOURGOGNE;SAONE-ET-LOIRE;71;46.9127885574, 4.63958573148;62 KG;1,5 m;03-déc-1990
Id35;M;Robert DUPONT;;M;12-avr-1987;+33 6 09 15 06 09;B-;France;Europe;PARISOT;PARISOT;82160;MIDI-PYRENEES;TARN-ET-GARONNE;82;44.2617881809, 1.86571509224;82 KG;1,6 m;12-avr-1987
Id36;M;Simon GENEREUX;;M;10-16-1996;+33 6 24 17 30 19;;France;Europe;PARISOT;PARISOT;81310;MIDI-PYRENEES;TARN;81;43.8046304256, 1.83642655485;71 KG;1,62 m;10-16-1996
Id37;M;M. Adam SAITOUT;;M;mardi 11-mars-1969;+33 6 25 05 22 12;A+;France;Europe;PARLAN;PARLAN;15290;AUVERGNE;CANTAL;15;44.8274613305, 2.173229616;91 KG;1,62 m;mardi 11-mars-1969
Id38;Mme;Mme Eve LABELLE;;F;dimanche 24-janvier-1960;+33 6 18 10 30 01;A+;France;Europe;LYON--1ER-ARRONDISSEMENT;LYON 01;69001;RHONE-ALPES;RHONE;69;45.7699284396, 4.82922464978;65 KG;1,64 m;dimanche 24-janvier-1960
Id39;M;M. Adam TRAIFOR;;m;dimanche 01-septembre-1968;+33 6 25 08 06 05;A+;France;Europe;LYON--2E--ARRONDISSEMENT;LYON 02;69002;RHONE-ALPES;RHONE;69;45.7492560394, 4.82617032551;55 KG;1,69 m;dimanche 01-septembre-1968
Id40;Mme;M. Gabrielle ANGE;;f;vendredi 29-mars-1968;+33 6 13 08 07 05;A+;France;Europe;LYON--3E--ARRONDISSEMENT;LYON 03;69003;RHONE-ALPES;RHONE;69;45.7533552486, 4.86918522015;78 KG;1,57 m;vendredi 29-mars-1968
Id41;Mme;M. Ines ETINCELLE;;f;samedi 25-octobre-1969;+33 6 09 17 21 09;A+;France;Europe;LYON--4E--ARRONDISSEMENT;LYON 04;69004;RHONE-ALPES;RHONE;69;45.7786867581, 4.82396112687;67 KG;1,88 m;samedi 25-octobre-1969
Id42;Mme;Mme Clemence JOLIE;;f;jeudi 15-décembre-1966;+33 6 04 07 17 01;;France;Europe;LYON--5E--ARRONDISSEMENT;LYON 05;69005;RHONE-ALPES;RHONE;69;45.7558317849, 4.8022536949;77 KG;1,69 m;jeudi 15-décembre-1966
Id43;Mme;M. Clementine LEGRAND;;f;samedi 18-février-1961;+33 6 27 13 09 31;AB+;France;Europe;LYON--6E--ARRONDISSEMENT;LYON 06;69006;RHONE-ALPES;RHONE;69;45.7728507239, 4.85207911439;63 KG;1,72 m;samedi 18-février-1961
Id44;M;M. Clement LEGRAND;;m;mercredi 29-octobre-1969;+33 6 24 11 08 14;AB+;France;Europe;LYON--7E--ARRONDISSEMENT;LYON 07;69007;RHONE-ALPES;RHONE;69;45.7334098415, 4.83758495702;68 KG;1,63 m;mercredi 29-octobre-1969
Id45;M;M. Adam SAITOUT;;m;mardi 26-avril-1960;+33 6 04 28 07 22;AB+;France;Europe;LYON--8E--ARRONDISSEMENT;LYON 08;69008;RHONE-ALPES;RHONE;69;45.7342034691, 4.86935722306;58 KG;1,74 m;mardi 26-avril-1960
Id46;M;M. Adam BEN TRAIFOR ;;M;vendredi 24-décembre-1965;+33 6 11 03 15 06;AB+;France;Europe;LYON--9E--ARRONDISSEMENT;LYON 09;69009;RHONE-ALPES;RHONE;69;45.7817805887, 4.80818327819;92 KG;1,77 m;vendredi 24-décembre-1965
Id47;M;Mme Linda BEN SALEM;;f;jeudi 11-mai-1967;+33 6 27 11 24 10;AB+;France;Europe;LYONS-LA-FORET;LYONS LA FORET;27480;HAUTE-NORMANDIE;EURE;27;49.3936970778, 1.47355856776;58 KG;1,65 m;jeudi 11-mai-1967
Id48;M;M. Killian;MAPOUPEE;M;jeudi 21-août-1969;+33 6 17 12 21 10;AB+;France;Europe;LYS;LYS;64260;AQUITAINE;PYRENEES-ATLANTIQUES;64;43.1338458627, -0.346755700041;79 KG;1,58 m;jeudi 21-août-1969
Id49;M;M. Lionel;MAICIMAINON;M;mercredi 29-octobre-1958;+33 6 23 25 13 10;ab+;France;Europe;LYS;LYS;58190;BOURGOGNE;NIEVRE;58;47.334846257, 3.59874573793;85 KG;1,81 m;mercredi 29-octobre-1958
Id50;M.;Roberto;EMILIANO;M;mercredi 19-juin-1974;Roberto.EMILIANO@gmail.com;;Italie;Europe;;;;;;99;;83825 g;164,6 cm;mercredi 19-juin-1974
Id51;Mme;Clemence;JONNY;F;;Clemence.JONNY@gmail.com;1;Royaume-Uni;Europe;LONDRES;;;;;99;;58467 g;160,5 cm;
Id52;M.;Alain;ROBERTINO;M;vendredi 26-décembre-1969;Alain.ROBERTINO@gmail.com;++;Argentine;Amérique;;;;;;99;;58274 g;157,8 cm;vendredi 26-décembre-1969
Id53;Mme;Sabrine;LONDRES;F;mercredi 14-novembre-1962;Sabrine.LONDRES@gmail.com;AB+;Royaume-Uni;Europe;LONDRES;;;;;99;;91837 g;177,5 cm;mercredi 14-novembre-1962
Id54;Mme;Adam;TRAIFOR;A+;mercredi 14-novembre-1962;Adam.TRAIFOR@gmail.com;AB+;Tunisie;Afrique;SOUSSE;;;;;99;;75470 g;167 cm;mercredi 14-novembre-1962
Id55;Mme;Emma;LALLEMANDE;F;mardi 14-avril-1970;Emma.LALLEMANDE@gmail.com;++;Allemagne;Europe;BERLIN;;;;;99;;62258 g;150,7 cm;mardi 14-avril-1970
Id56;Mme;Claire;SOLEIL;F;lundi 02-mars-1970;Claire.SOLEIL@gmail.com;AB-;Tunisie;Afrique;SOUSSE;;;;;99;;55599 g;169,2 cm;lundi 02-mars-1970
Id57;M.;Mamadou;MOUSTAFA;M;lundi 02-mars-1970;Mamadou.MOUSTAFA@gmail.com;A+;Algérie;Afrique;ALGER;;;;;99;;69855 g;166,4 cm;lundi 02-mars-1970
Id58;M.;Jean;JOLIE;M;jeudi 28-décembre-1978;01/01/2020;AB+;Belgique;Europe;BRUXELLES;;;;;99;;68825 g;190 cm;jeudi 28-décembre-1978
Id59;M.;Faouzi;GRANDE;M;vendredi 31-décembre-1982;Faouzi.GRANDE@gmail.com;++;Tunisie;Afrique;TUNIS;;;;;99;;72001 g;183,8 cm;vendredi 31-décembre-1982
Id60;M.;Alexandre;FORT;M;dimanche 31-janvier-1999;;B+;Tunisie;Afrique;TUNIS;;;;;99;;67634 g;186,6 cm;dimanche 31-janvier-1999
Id61;Mme;Lina;ITALIA;0;;Lina.ITALIA@gmail.com;;Italie;Europe;ROME;;;;;99;;79706 g;156,9 cm;
Id62;M.;Emir;BENBOU;M;;Emir.BENBOU@gmail.com;B+;Qatar;Asie;DOHA;;;;;99;;79563 g;159,8 cm;
Id63;M.;Lee;NGUYEN;M;dimanche 31-janvier-1999;01/01/2020;++;Chine;Asie;PEKIN;;;;;99;;84230 g;168,5 cm;dimanche 31-janvier-1999
Id64;M.;Martino;PELE;M;samedi 21-février-1970;Martino.PELE@gmail.com;;Brésil;Amérique;;;;;;99;;66503 g;185,1 cm;samedi 21-février-1970
Id65;M.;Mohamed;Maghreb;M;mardi 14-avril-1970;Mohamed.Maghreb@gmail.com;O+;Algérie;Afrique;ALGER;;;;;99;;59356 g;171,3 cm;mardi 14-avril-1970
Id66;M.;Sebastiao;BONFOOT;F;dimanche 31-janvier-1999;Sebastiao.BONFOOT@gmail.com;AB;Brésil;Amérique;;;;;;99;;56134 g;183,9 cm;dimanche 31-janvier-1999
Id67;0;Mariam;MIGNONNE;F;dimanche 31-janvier-1999;1;AB+;Qatar;Asie;DOHA;;;;;99;;94422 g;151,1 cm;dimanche 31-janvier-1999
Id68;1;Adamo;SPORTIFO;M;vendredi 26-décembre-1969;01/01/2020;A-;Espagne;;MADRID;;;;;99;;73598 g;161,9 cm;vendredi 26-décembre-1969
Id69;1;Lee;SOLEIL;M;mardi 14-avril-1970;Lee.SOLEIL@gmail.com;A+;Japon;Asie;TOKYO;;;;;99;;73205 g;173,4 cm;mardi 14-avril-1970
Id70;1;Alexandre;BOUFARE;M;vendredi 31-décembre-1982;Alexandre.BOUFARE@gmail.com;++;Canada;Amérique;MONTREAL;;;;;99;;86497 g;158,8 cm;vendredi 31-décembre-1982
Id71;0;Claaudia;PRINTEMPS;F;vendredi 03-avril-1970;Claaudia.PRINTEMPS@gmail.com;;Italie;Europe;MILAN;;;;;99;;79477 g;161,4 cm;vendredi 03-avril-1970
Id72;0;Kenza;TROPFOR;F;samedi 10-juin-1961;Kenza.TROPFOR@gmail.com;A+;Tunisie;;TUNIS;;;;;99;;72845 g;cm;samedi 10-juin-1961
Id73;1;Rayan;TROPFOR;M;mercredi 14-novembre-1962;Rayan.TROPFOR@gmail.com;++;Qatar;Asie;DOHA;;;;;99;;66202 g;cm;mercredi 14-novembre-1962
Id74;1;Paoulo;Casio;M;;Paoulo.Casio@gmail.com;AB+;Itale;Europe;MILAN;;;;;99;;84410 g;177,5 cm;
Id75;M;Simon GENEREUX@;;M;16-october-1996;+33 6 20 05 29 14;O-;UNITED-KINGDOM;EUROPE;LONDON;;;;;99;;90263 g;165,3 cm;16-october-1996
Id76;Mme;Katia BON;;F;26-november-1957;+33 6 23 27 16 11;X;CHINA;ASIA;BEIJING;;;;;99;;76847 g;160,9 cm;26-november-1957
Id77;M;Adem LE BON;;M;05-june-2000;+33 6 11 16 14 29;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;69737 G;166,4 cm;05-june-2000
Id78;M;Adem LE BON;;M;05-june-2000;+33 6 10 27 30 18;NULL;TUNISIA;AFRICA;TUNIS;;;;;99;;61055;160,7 cm;05-june-2000
Id79;M;Robert LEBON;;M;12-december-1980;+33 6 26 07 22 11;B+;FRANCE;EUROPE;PARIS;;;;;99;;77867 g;159,2 cm;12-december-1980
Id80;Mme;Mamma;DISPARUE;F;20-november-1994;+33 6 26 07 22 12;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;77867 g;159,2 cm;20-november-1994
Id16A;M.;Alexandre;JOLIE;M;;alexandre.jolie@gmail.com;B+;France;Europe;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 KG;1,53 m;
